feature,f_classif_score,model
CLEC4A,4.236397875980746,Random Forest
PPIL4,4.236046278848465,Random Forest
PSMB7,4.236033457679921,Random Forest
SLCO4C1,4.228841266020061,Random Forest
NAA16,4.228789466254293,Random Forest
PRR15,4.220888064575909,Random Forest
KRT10,4.215401991207824,Random Forest
EHBP1,4.2153241808776825,Random Forest
CEP120,4.213513458238381,Random Forest
UBE2E3,4.21141014784737,Random Forest
MAP3K7,4.211136750870935,Random Forest
COBLL1,4.210624866115951,Random Forest
CTDSPL2,4.209167431436928,Random Forest
CNTN6,4.201219558459445,Random Forest
CSRP1,4.197244369304,Random Forest
COPS2,4.1942536892086215,Random Forest
ZNF438,4.193560332912561,Random Forest
CDK20,4.193513535408769,Random Forest
ZNF136,4.19283662613104,Random Forest
BCLAF1,4.189592911189805,Random Forest
SMURF2,4.188611934164495,Random Forest
ROBO3,4.186484552666907,Random Forest
ACSL3,4.186294948351294,Random Forest
EIF1,4.180964730526095,Random Forest
GALNT12,4.168059258329842,Random Forest
PDZK1,4.16223803402747,Random Forest
MAP2K6,4.155682540225452,Random Forest
ZDHHC16,4.147950150986007,Random Forest
EFCAB12,4.141990732701886,Random Forest
GRIA4,4.1397208192323545,Random Forest
UBQLN1,4.134018852991509,Random Forest
BTF3L4,4.132018713643136,Random Forest
FGG,4.127537637140469,Random Forest
LYPLA2,4.119640651102038,Random Forest
FKBP1A,4.119207930918033,Random Forest
IGFBP4,4.114546551020233,Random Forest
ETNK1,4.109396050436809,Random Forest
SUPT6H,4.108111901330011,Random Forest
BTK,4.105738643928235,Random Forest
TRPT1,4.0952224746877315,Random Forest
LCA5L,4.088145516110078,Random Forest
KCNC2,4.077908538579327,Random Forest
IL5,4.073223808883015,Random Forest
FDXR,4.070167243415715,Random Forest
PTCRA,4.06593518613728,Random Forest
CPA3,4.065750685214698,Random Forest
MDM4,4.059437287798143,Random Forest
CCDC93,4.059255543325681,Random Forest
MATR3,4.05060472405508,Random Forest
RYK,4.049022259696408,Random Forest
RPF1,4.043807513908094,Random Forest
NFASC,4.040937877354734,Random Forest
RCC1,4.040246474800931,Random Forest
GNA14,4.034988351954054,Random Forest
PRB1,4.029192478906942,Random Forest
NIPAL3,4.029062141174522,Random Forest
CAPN6,4.026069101512575,Random Forest
RHEB,4.026025019857026,Random Forest
CD38,4.02335664514653,Random Forest
CAV2,4.018628758115458,Random Forest
EIF4EBP1,4.016453629912707,Random Forest
TLDC2,3.9951701542844034,Random Forest
RAD17,3.994071802219389,Random Forest
ZC3H7A,3.9920358521088404,Random Forest
CBR3,3.984091464942016,Random Forest
AURKAIP1,3.9825628021512465,Random Forest
ZNF252P-AS1,3.98236357523837,Random Forest
ZDHHC21,3.980690646537168,Random Forest
STX17,3.9797988827335846,Random Forest
YWHAH,3.977019770514144,Random Forest
RHOD,3.974727528643973,Random Forest
PTP4A2,3.9740626751875303,Random Forest
MRPL50,3.971890714023267,Random Forest
EEF2,3.9682558620267163,Random Forest
CHCHD4,3.966396852214569,Random Forest
RHOV,3.964457761485579,Random Forest
ZNF229,3.9590024650936364,Random Forest
EPM2AIP1,3.957775649154634,Random Forest
VIM,3.9499207877529634,Random Forest
CMTR1,3.949125793306821,Random Forest
TRPC1,3.948567074346811,Random Forest
LIG4,3.942906587284773,Random Forest
SH3GLB1,3.9418723727719795,Random Forest
DSEL,3.939837577314867,Random Forest
TMTC4,3.9393711269409892,Random Forest
SCG5,3.929241071118238,Random Forest
ASH1L,3.9267060233873767,Random Forest
RHOG,3.9243839748408713,Random Forest
MTMR12,3.9187590749338677,Random Forest
HLA-DMA,3.9163547973919135,Random Forest
GPR137B,3.9149775471288923,Random Forest
TPR,3.9148029741656223,Random Forest
USP21,3.9119964695769185,Random Forest
SMARCA2,3.9089474390342027,Random Forest
SETD4,3.9027756834861242,Random Forest
SCIMP,3.902635884148928,Random Forest
WBP11,3.902096387054263,Random Forest
FASTKD3,3.9019882593235384,Random Forest
CEACAM1,3.8996619870912217,Random Forest
CPSF7,3.889263508813483,Random Forest
TSPAN3,3.8852290659257385,Random Forest
SRSF11,3.8836327890944013,Random Forest
RAB5C,3.882727763807268,Random Forest
VCPKMT,3.8822678637573467,Random Forest
CBLL1,3.877517073237377,Random Forest
VCAN,3.873857587638865,Random Forest
TBC1D16,3.8715265511226353,Random Forest
CDKL3,3.8653374846034683,Random Forest
POC5,3.8603479418473574,Random Forest
WDR73,3.8585150385535325,Random Forest
ABCD3,3.8583592335202863,Random Forest
MYADM,3.857210620985959,Random Forest
HLA-E,3.8542121725768244,Random Forest
RBM39,3.8507685473265947,Random Forest
PEX14,3.8471931978874876,Random Forest
KCNJ2,3.845236309927641,Random Forest
LAMC1,3.841797897492733,Random Forest
MORF4L1,3.841032025015351,Random Forest
MPDZ,3.8395757339982572,Random Forest
CLASP2,3.8386565532894608,Random Forest
TAF1,3.837372977707232,Random Forest
UVRAG,3.835749051470804,Random Forest
RPS27,3.834774069017888,Random Forest
DVL3,3.834063457853925,Random Forest
NDE1,3.8323076465204435,Random Forest
LANCL2,3.831014366170798,Random Forest
RCCD1,3.8254194273298587,Random Forest
CXorf58,3.823958034552166,Random Forest
STK32A,3.8208190486683526,Random Forest
PPOX,3.8207778794453002,Random Forest
IFNL1,3.8194759493907293,Random Forest
ATP1A1,3.819229118133976,Random Forest
MTERF1,3.818590457939529,Random Forest
SEC23IP,3.8179565465697505,Random Forest
ALOX15,3.814511839806777,Random Forest
TUSC2,3.8140814499133144,Random Forest
CSF2RB,3.813197415245013,Random Forest
GIN1,3.812394638010013,Random Forest
EIF3H,3.810811350434449,Random Forest
SRSF3,3.8080503967355943,Random Forest
OAS3,3.8075837836440605,Random Forest
BFAR,3.806501955823478,Random Forest
SPHK2,3.80580569195848,Random Forest
B3GNT6,3.8021784242145515,Random Forest
RASA2,3.800751507911017,Random Forest
XAGE1B,3.7983547007706475,Random Forest
SLC25A13,3.794023906466364,Random Forest
RASSF7,3.79280636718217,Random Forest
HSPA6,3.7915632772768184,Random Forest
MORF4L2,3.7860270918409507,Random Forest
SC5D,3.7838723528629368,Random Forest
NHS,3.7764749773658006,Random Forest
TIMELESS,3.7663890088165473,Random Forest
PALMD,3.764652826131355,Random Forest
MRPL12,3.7606287843149615,Random Forest
TFPI2,3.7563824886904325,Random Forest
PSENEN,3.7559811103041922,Random Forest
GIMAP4,3.7539879620856635,Random Forest
TMEM123,3.753424795056187,Random Forest
TOR1AIP2,3.753405059591886,Random Forest
COX20,3.7487882527024,Random Forest
CTSV,3.742832470568684,Random Forest
ARGLU1,3.739222419657322,Random Forest
PYROXD2,3.736827057605566,Random Forest
EIF4G2,3.736804088798688,Random Forest
HEATR3,3.7355787726262135,Random Forest
AGR2,3.731565523424044,Random Forest
PABPC1L2A,3.7280633053909975,Random Forest
F2,3.721024907415053,Random Forest
RBBP4,3.7191567248926303,Random Forest
CLDN23,3.7181721268287795,Random Forest
CTNNA2,3.7063188626589407,Random Forest
TCEA2,3.705936642945313,Random Forest
NINJ1,3.7046095067116744,Random Forest
PLAC8,3.703984225526694,Random Forest
TIE1,3.6987489126725355,Random Forest
C6orf120,3.696860554649574,Random Forest
RBMS1,3.6953619153799586,Random Forest
GPHB5,3.6907717084249256,Random Forest
SCO1,3.6880080258803933,Random Forest
CCS,3.68260503841081,Random Forest
TSNAXIP1,3.6811050694737797,Random Forest
RPS21,3.6746815213996062,Random Forest
WNK3,3.672543537911763,Random Forest
ZFYVE19,3.6717352271023915,Random Forest
DHX29,3.6649130185035608,Random Forest
AHI1,3.662542749124586,Random Forest
WDR70,3.6593314856953505,Random Forest
SRD5A1,3.6582320861854796,Random Forest
CDC42SE2,3.6548588848061647,Random Forest
ITGA6,3.653686861755324,Random Forest
PRKCA,3.653652837890952,Random Forest
SLBP,3.653273991823711,Random Forest
MYLK3,3.6493957228386837,Random Forest
HLA-DRA,3.6464720397431227,Random Forest
NPFF,3.645341729175544,Random Forest
SNAP91,3.6420138466118424,Random Forest
NEIL2,3.64129430681248,Random Forest
CRH,3.6405295881987105,Random Forest
SPAG16,3.6395554855813432,Random Forest
SESTD1,3.6341667565988605,Random Forest
CETN1,3.63160432091106,Random Forest
OAS2,3.631523839069185,Random Forest
SAC3D1,3.6280498959127447,Random Forest
CCNT1,3.6280366295713806,Random Forest
HMGCL,3.6261809290258067,Random Forest
ANP32B,3.626155682184182,Random Forest
PDZD4,3.6254737600765226,Random Forest
NMU,3.6229194601260826,Random Forest
SNCAIP,3.6177633654124985,Random Forest
TSC22D3,3.6158133790311955,Random Forest
GDF9,3.611678645181261,Random Forest
ATXN7,3.6105223380437117,Random Forest
GLI4,3.6085747702297053,Random Forest
IPO13,3.6062067150018304,Random Forest
SLC2A4,3.6058969118262185,Random Forest
ACVR2A,3.5999241762237477,Random Forest
RCAN1,3.597891017441962,Random Forest
LENG1,3.5973542148038886,Random Forest
RBM38,3.5969105223241167,Random Forest
RBM23,3.5949248454810254,Random Forest
HYI,3.5947869794373983,Random Forest
CDKL2,3.594458567766243,Random Forest
LBH,3.5924208719164645,Random Forest
CLEC2D,3.5908364143198344,Random Forest
PAIP1,3.588620303866763,Random Forest
JMY,3.5845695509862154,Random Forest
HK2,3.578672492126059,Random Forest
NSMCE4A,3.5760916193010117,Random Forest
TAS2R9,3.57172039552375,Random Forest
GCSAM,3.570676166636804,Random Forest
CD3D,3.565919505171032,Random Forest
EDF1,3.5658073701706665,Random Forest
OSCP1,3.5628691815279185,Random Forest
C6orf58,3.5603042883714706,Random Forest
IER3,3.559838094514221,Random Forest
A4GALT,3.5584529498419806,Random Forest
LY96,3.55812765693452,Random Forest
PERP,3.5550817756737967,Random Forest
RGS1,3.554282016839128,Random Forest
KLHL30-AS1,3.5514594523689325,Random Forest
SIMC1,3.548751226336618,Random Forest
SPATS1,3.5480088368664844,Random Forest
RTTN,3.5478326081211446,Random Forest
PRPF3,3.5403119849381786,Random Forest
ZNF213,3.539815970472053,Random Forest
ZNF572,3.537773459465136,Random Forest
RNASEH2A,3.534889229628778,Random Forest
CADPS2,3.5283887307097377,Random Forest
LATS1,3.5282733908940385,Random Forest
CCDC13,3.5277366993728827,Random Forest
FMO1,3.527117252689974,Random Forest
CCDC115,3.526897910422847,Random Forest
CDKN2AIP,3.525628500281124,Random Forest
OSBPL9,3.522020417924662,Random Forest
MAPK8,3.519943662809198,Random Forest
DGKK,3.519200105278582,Random Forest
ALG3,3.518358423214362,Random Forest
IL1R2,3.517658076455186,Random Forest
GDPD2,3.517510782932398,Random Forest
SPATA1,3.5147604250514726,Random Forest
SH2D2A,3.5133659833925814,Random Forest
PPP1R17,3.5095555290059117,Random Forest
SSH1,3.5072718096680195,Random Forest
BAD,3.5015515332276075,Random Forest
UBC,3.497470504845696,Random Forest
BSPRY,3.4964121951163083,Random Forest
TOP1,3.491444366969761,Random Forest
GOLGA4,3.490381807751117,Random Forest
HOXD13,3.489273276942485,Random Forest
BRINP2,3.4879326373805717,Random Forest
PCM1,3.487447538226109,Random Forest
BRWD1,3.4853098437640133,Random Forest
CCL20,3.4829388050661283,Random Forest
PDPK1,3.4820450812636223,Random Forest
LBP,3.4806998718518214,Random Forest
PI4K2B,3.4740363262575804,Random Forest
COQ10A,3.4736781050368792,Random Forest
ZNF354A,3.4677473606531444,Random Forest
DNAL1,3.4658046307060055,Random Forest
PPP1R14C,3.465318508253106,Random Forest
PRPF8,3.4634436621128435,Random Forest
UBTD1,3.4631468354933537,Random Forest
PRKCI,3.4630922498330197,Random Forest
CHD1,3.46049961563674,Random Forest
RB1CC1,3.4575724528326535,Random Forest
CRYBB2,3.456550243664581,Random Forest
GADD45G,3.4559590083212095,Random Forest
PTGER3,3.4553493970851954,Random Forest
S100A16,3.4518705911141883,Random Forest
OR5I1,3.4499714781940263,Random Forest
FCGR2B,3.447802198328842,Random Forest
RPL30,3.446361134497668,Random Forest
EMC7,3.4458274520190213,Random Forest
FABP5,3.438596249194941,Random Forest
ARIH1,3.438590354229611,Random Forest
DNAJB8,3.435871843393933,Random Forest
ALK,3.4353325879644343,Random Forest
OR51I1,3.4329429968727827,Random Forest
FAN1,3.4328950017460302,Random Forest
GABRG1,3.4305473995671187,Random Forest
WFDC1,3.4297231746392147,Random Forest
GOT1,3.429281937821141,Random Forest
KANSL1,3.4250229156286465,Random Forest
UBR1,3.4235084622246794,Random Forest
KLK7,3.422349497881917,Random Forest
SLC9A9,3.4221512960524327,Random Forest
C12orf76,3.421062418279221,Random Forest
CYP39A1,3.419095841171236,Random Forest
DDX5,3.417764725665821,Random Forest
PIK3IP1,3.4164404158697304,Random Forest
ITGB6,3.4161689422389463,Random Forest
CSNK1E,3.4121152419170357,Random Forest
UGT2B4,3.411295318762389,Random Forest
ZNF789,3.410179285829115,Random Forest
ZNF542P,3.4079794416789744,Random Forest
ID2,3.4028558191302434,Random Forest
TNFAIP2,3.4025905485587638,Random Forest
NT5E,3.399264013032912,Random Forest
ZNF124,3.396053111829695,Random Forest
RPL15,3.3927989326232924,Random Forest
C4orf19,3.3919029362835134,Random Forest
GLS,3.3882419514334585,Random Forest
COL16A1,3.3875338739635836,Random Forest
EIF3F,3.3855999380779154,Random Forest
DLG2,3.3847059469708523,Random Forest
NUP35,3.377812334453906,Random Forest
NEDD1,3.3734292593113615,Random Forest
RASEF,3.372993843281264,Random Forest
PIK3C2A,3.36899819540844,Random Forest
CD8A,3.364055803367704,Random Forest
PRUNE2,3.3638725052565572,Random Forest
FGFRL1,3.3626603018297168,Random Forest
RGS13,3.3616488159252165,Random Forest
SIGMAR1,3.3615861729428285,Random Forest
STAP2,3.3604121700422236,Random Forest
C11orf24,3.35900807779444,Random Forest
RPL23A,3.3530554165246547,Random Forest
RPP25,3.3505376177821824,Random Forest
PCGF6,3.3498182977307116,Random Forest
EML4,3.3452002264449576,Random Forest
ARID2,3.344646307364978,Random Forest
SPAG9,3.342743620030177,Random Forest
RTP4,3.341729308600926,Random Forest
FMNL2,3.341642819880041,Random Forest
TRIM25,3.340157082465475,Random Forest
AGR3,3.3389177069173472,Random Forest
ELMOD1,3.338390579891127,Random Forest
SLC25A27,3.337802641102491,Random Forest
C2orf76,3.337452284008673,Random Forest
MICB,3.335031795630519,Random Forest
PUS3,3.3337691127895814,Random Forest
TSEN54,3.3334418944235793,Random Forest
ODC1,3.3319640585673853,Random Forest
SI,3.329958268503335,Random Forest
FIBIN,3.328089375764953,Random Forest
EFCAB3,3.3260441257012974,Random Forest
LSP1,3.3253139519052093,Random Forest
TDRP,3.3247894649744514,Random Forest
SKP2,3.3231425046222998,Random Forest
MKLN1,3.3230019738040184,Random Forest
AZIN2,3.322255811460313,Random Forest
UEVLD,3.321726313003403,Random Forest
IL6ST,3.3202284299112903,Random Forest
FMNL1,3.3187380833482707,Random Forest
CA4,3.316864678674767,Random Forest
GPR157,3.3104065435235115,Random Forest
SF3A1,3.309429554647729,Random Forest
ATF2,3.3081747230009415,Random Forest
FBXO25,3.3059686681984544,Random Forest
RAD9A,3.302131165753745,Random Forest
KDR,3.301231533210304,Random Forest
MED28,3.2992515070798194,Random Forest
PRPF31,3.2984400586037603,Random Forest
CCDC106,3.2983129020430306,Random Forest
HERC5,3.2962483536427585,Random Forest
L3MBTL2,3.2961459645298885,Random Forest
HTR7,3.290114368209143,Random Forest
ING3,3.286835470821085,Random Forest
SYCP2,3.2868153157589957,Random Forest
TSACC,3.2867442329242698,Random Forest
SON,3.2829743553662127,Random Forest
COL4A2,3.280135156648889,Random Forest
SPRYD3,3.279738743131898,Random Forest
COG4,3.279317372259189,Random Forest
STK33,3.278393404018783,Random Forest
ASB15,3.2728941333149697,Random Forest
SYT2,3.271426285402416,Random Forest
DCST1,3.2701201010640357,Random Forest
MYOF,3.2685259560185256,Random Forest
SLC22A11,3.26785277100597,Random Forest
MBTD1,3.267730155489402,Random Forest
CLTC,3.266637845977746,Random Forest
ST3GAL5,3.2651311405594026,Random Forest
SASH3,3.265012262520345,Random Forest
TCP11L2,3.2648383746266094,Random Forest
HMOX1,3.2611218953662444,Random Forest
CWH43,3.2591444998744,Random Forest
IYD,3.255813386037865,Random Forest
PPIC,3.2554242007501575,Random Forest
NUCKS1,3.251972817039741,Random Forest
SLFN12,3.2518278023903413,Random Forest
PRKG1,3.2499890220912504,Random Forest
SH3BGR,3.249642497811904,Random Forest
RNF5,3.2485016491786416,Random Forest
RPS20,3.2474419937331813,Random Forest
FLJ40288,3.244226015466884,Random Forest
ITM2C,3.2404831508742244,Random Forest
INTS6,3.2387475047986802,Random Forest
CD83,3.2383755587545546,Random Forest
SNRNP200,3.2381093084167465,Random Forest
PER2,3.233643917626582,Random Forest
ATP6AP1L,3.2324174599903484,Random Forest
LMNTD1,3.2318839453470707,Random Forest
HMGCLL1,3.2318574300874254,Random Forest
RP1,3.2317478888589677,Random Forest
TRIM33,3.229679986430086,Random Forest
GRIN3A,3.227734845957549,Random Forest
DISP1,3.227567524999775,Random Forest
ZNF586,3.2265622003845915,Random Forest
CENPK,3.2261964521871778,Random Forest
YPEL5,3.225821500572517,Random Forest
COLEC10,3.2254866811965077,Random Forest
CCDC157,3.2254817266869353,Random Forest
ZNF484,3.2244558987043574,Random Forest
LRCH3,3.2222791161710593,Random Forest
ATP6V1E2,3.2215555458969414,Random Forest
SLC16A14,3.2210911445498502,Random Forest
NPHP1,3.220448865796937,Random Forest
KLHDC7A,3.2176615234795936,Random Forest
ZNF225,3.21675470872393,Random Forest
TSFM,3.215224703196351,Random Forest
TAAR5,3.2124113377235526,Random Forest
PTPRD,3.2123529233577237,Random Forest
CLK3,3.2089852416923117,Random Forest
RNF148,3.207537309722229,Random Forest
MED30,3.207531743097356,Random Forest
GPRC5A,3.2060568035618435,Random Forest
OXNAD1,3.2049962590419714,Random Forest
BRD4,3.2047478705399746,Random Forest
OSCAR,3.2032354015956606,Random Forest
LDHC,3.200826809492904,Random Forest
ASB13,3.20000015222307,Random Forest
RAB7A,3.1985234272219762,Random Forest
DENND2C,3.1965562063436725,Random Forest
METTL3,3.1926175398017924,Random Forest
CDC5L,3.1917809719253665,Random Forest
SPINK7,3.1914912367022734,Random Forest
GSN,3.189637976000672,Random Forest
ST3GAL4,3.1862016154365405,Random Forest
LMO3,3.1857109610814756,Random Forest
PDE6C,3.1797448092516176,Random Forest
MAGEA2,3.1731738040682997,Random Forest
SMAD1,3.1725465833909907,Random Forest
CCL23,3.1685714511905108,Random Forest
GEN1,3.1658572866276073,Random Forest
CD93,3.165728143085302,Random Forest
PSIP1,3.164146010341886,Random Forest
PLBD2,3.1623009938702555,Random Forest
NBPF8,3.1610383180726793,Random Forest
MIER2,3.1609470357679954,Random Forest
PIH1D2,3.157482377628193,Random Forest
ECM2,3.1557167113782274,Random Forest
ZDHHC20,3.1524520743286235,Random Forest
ALDH1L1,3.151412757171554,Random Forest
NELL1,3.151212171014925,Random Forest
ST13,3.1510657610087547,Random Forest
RTKN2,3.1509737603551473,Random Forest
DEF8,3.1507056372921,Random Forest
AGO2,3.1504207322910256,Random Forest
GATM,3.150250986855231,Random Forest
ZC3H15,3.1481055601726937,Random Forest
PLAC1,3.146809082506937,Random Forest
BPIFA1,3.1368906127190552,Random Forest
SPATS2L,3.1363781845074112,Random Forest
ZNF304,3.1342675141987604,Random Forest
MEGF8,3.133540042710644,Random Forest
ZNF780A,3.1308992432078377,Random Forest
SPATA6L,3.1282976121975246,Random Forest
MCF2L,3.128233034279248,Random Forest
ARHGAP24,3.1280592450123024,Random Forest
SHROOM4,3.1185834020829115,Random Forest
CXCR2,3.118077347632308,Random Forest
TMEM107,3.116185030468445,Random Forest
APOBEC3B,3.1138522631060854,Random Forest
ARSF,3.111346329418025,Random Forest
PIAS1,3.1113150879091953,Random Forest
FAM200A,3.110848289738345,Random Forest
TTL,3.1064083043595923,Random Forest
PHF12,3.1043400919929796,Random Forest
MALT1,3.101765086488575,Random Forest
PGBD2,3.100178299689833,Random Forest
PHLDB2,3.0993826163429685,Random Forest
ADAM21,3.097455716332121,Random Forest
ATOH8,3.0973379019674865,Random Forest
SLC12A8,3.0946126869305335,Random Forest
UBR2,3.09388084284011,Random Forest
NXPE4,3.0937456551561437,Random Forest
